,Unnamed: 0,date,truth_o_meter,statement,tags,url,shortExplanation_prep,summary
903,4825,"November 25, 2020",false," We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act. ","['Legal Issues', 'Wisconsin', 'Coronavirus', 'Robin Vos']",https://www.politifact.com/factchecks/2020/nov/25/robin-vos/wisconsin-assembly-speaker-says-state-passed-one-f/,"In a recent interview, Vos claimed we passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act. Wisconsin lagged behind many other states in passing COVID-19 legislation, to the point where lawmakers lost out on federal aid for unemployment. And Evers’ ability to manage health emergencies came from state law already in place when the pandemic hit.","Thirty-six states and territories had adopted or enacted 174 COVID-19-related measures before Evers signed Wisconsin’s relief package.
Evers already had the authority to declare health emergencies, issue orders and spend federal aid before the pandemic hit. The relief bill didn’t add to that.
"
904,4829,"November 20, 2020",false, Says Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate. ,"['Coronavirus', 'Ron Paul']",https://www.politifact.com/factchecks/2020/nov/20/ron-paul/biden-not-advocating-nationwide-lockdown/,"In a tweet that became a viral Instagram post, Paul said, Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate? Paul’s post mischaracterized Biden’s position at that time, and Biden has further clarified it since. Biden said in August that he would support a national lockdown if scientists determined it was necessary to curb the disease. In October, he said he would not shut down the country or economy. Biden has come out even more forcefully against the prospect of a nationwide shutdown since Paul published his tweet. While Biden’s earlier comments suggest he is open to seeking a lockdown if it’s warranted, he and his team have made it clear that they neither intend nor want to impose a national shutdown, as Paul claims."," Biden said in August that he would “listen to the scientists” and enact a lockdown if advised, but he later said he didn’t think a nationwide economic shutdown would be necessary. 
 Since the election, two members of Biden’s newly formed COVID-19 task force said the group does not support nationwide lockdowns. 
 After Paul’s statement, Biden said more definitively on Nov. 19 that there would be “no national shutdown.”
"
905,4846,"April 2, 2014",true," The National Science Foundation awarded $700,000 to fund a climate change musical. ","['Climate Change', 'Federal Budget', 'Science', 'Texas', 'Lamar Smith']",https://www.politifact.com/factchecks/2014/apr/02/lamar-smith/climate-change-musical-funded-700000-national-scie/,"Smith said the science foundation awarded $700,000 for a climate change musical. The NSF awarded nearly that much for a theater company to produce a musical play that focuses on climate change and biodiversity conservation.",
906,4859,"March 5, 2014",true, Says Bill Clinton and George Bush both say build the Keystone XL. ,"['Environment', 'National', 'Climate Change', 'Energy', 'Jobs', 'American Petroleum Institute']",https://www.politifact.com/factchecks/2014/mar/05/american-petroleum-institute/do-bill-clinton-and-george-bush-support-keystone-x/,"The American Petroleum Institute ad says, ""Bill Clinton and George Bush both say build the Keystone XL"" pipeline. Since voicing support of the pipeline in 2012, Clinton has not publicly weighed in on the controversy. But his backing of the project was not an offhand comment. It came during a publicized energy speech on the same day his wife was testifying before Congress. It seems unlikely he would endorse the proposal on such an occasion if he did not mean it.",
907,4877,"June 3, 2016",mostly-true, Says Donald Trump says climate change is a hoax invented the Chinese. ,"['National', 'Climate Change', 'Foreign Policy', 'Hillary Clinton']",https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/yes-donald-trump-did-call-climate-change-chinese-h/,"Clinton said, ""Donald Trump says climate change is a hoax invented by the Chinese."" Trump did tweet that view in 2012, though he made efforts earlier this year to describe that remark as a ""joke."" However, Trump has repeatedly called climate change a ""hoax"" in speeches, tweets and media appearances, and while he hasn’t necessarily repeated the charge that China ""invented"" climate change, he has said as recently as Jan. 18, 2016, that action on climate change ""is done for the benefit of China.",
908,4880,"May 29, 2016",mostly-true, I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton s) position. ,"['Environment', 'National', 'Cap and Trade', 'Climate Change', 'Energy', 'Bernie Sanders']",https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-only-he-supports-carbon-tax-an/,"Sanders said, ""I believe we should have tax on carbon and deal aggressively with climate change. That is not her position."" Unlike Sanders, Clinton doesn’t advocate for a carbon tax. And while Clinton doesn’t go as far as Sanders in her climate change plan, she does have one. The League of Conservation Voters supports her plan as realistic and achievable.",
909,4899,"October 28, 2016",half-true," Global warming leads to much quicker spread of the Zika virus because the increased temperature, makes mosquitoes mature faster, . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster. ","['Global News Service', 'Climate Change', 'Public Health', 'Science', 'Florida', 'Al Gore']",https://www.politifact.com/factchecks/2016/oct/28/al-gore/al-gore-claims-global-warming-will-lead-faster-spr/,"Gore claimed that global warming makes mosquitoes mature faster, bite more, incubate the Zika virus faster, and spread the disease quicker. There is strong scientific consensus that higher temperatures do speed up the mosquito’s metabolism, resulting in the biological effects Gore described. But scientists haven’t conclusively proved that global warming leads to faster spread of mosquito-borne diseases. More research is needed to understand how a changing climate fits into an already complicated mesh of human and environmental factors.",
910,4975,"February 19, 2014",true," When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped. ","['Environment', 'Energy', 'PunditFact', 'Rachel Maddow']",https://www.politifact.com/factchecks/2014/feb/19/rachel-maddow/msnbcs-maddow-earthquakes-led-texas-airport-close-/,"Maddow said, ""When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped."" An airport official confirms Maddow's story, aside from the fact that it was one well. Officials at the airport asked that a well be shut down, and after it was, the earthquakes eventually stopped. Seismologists linked the well to the earthquakes. Update: This item was updated on Feb. 24, 2014, to make clear that airport officials asked Chesapeake Energy to shut down the well.",
911,4977,"February 17, 2014",true," As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes. ","['Environment', 'Climate Change', 'Wisconsin', 'Mark Pocan']",https://www.politifact.com/factchecks/2014/feb/17/mark-pocan/rep-mark-pocan-says-ice-fishing-season-shorter-bec/,It’s been a longer and colder winter than in recent years. But that doesn’t erase a trend that’s been well-established. The number of days that the lakes have ice on them -- making them safe for ice fishing -- has declined.,
912,4980,"February 14, 2014",true," Over 3 million Americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry. ","['Environment', 'Economy', 'Energy', 'Jobs', 'Transportation', 'Wisconsin', 'Tammy Baldwin']",https://www.politifact.com/factchecks/2014/feb/14/tammy-baldwin/expansive-definition-helps-green-jobs-outnumber-oi/,"Baldwin said: ""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry."" The latest estimates are for 2011. The federal government says there were 3.4 million green jobs, while a national oil and gas trade group says there were 2.59 million oil and gas jobs. Follow us on Twitter and Facebook.",
913,4981,"February 10, 2014",true," The Keystone pipeline creates 35 permanent jobs after construction, according to a government report. ","['Environment', 'Energy', 'PunditFact', 'Van Jones']",https://www.politifact.com/factchecks/2014/feb/10/van-jones/cnns-van-jones-says-keystone-pipeline-only-creates/,"Jones said the Keystone pipeline will only result in 35 permanent jobs after construction. The numbers, as reported by the State Department, back him up, though that’s the nature of any big construction project, be it a highway or monument.",
914,4998,"May 10, 2016",mostly-true," The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt. ","['National', 'Climate Change', 'Economy', 'Energy', 'Government Regulation', 'Regulation', 'Hillary Clinton']",https://www.politifact.com/factchecks/2016/may/10/hillary-clinton/hillary-clinton-says-market-forces-made-coal-compa/,"Clinton said, ""The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt."" Economic forces on both the national and international markets are the main reason coal’s prominence in the American energy sector is now vulnerable, forcing coal-burning plant closures and several high-profile bankruptcies. For a long time, coal has been impervious to government regulation. But more recently, regulations — a non-economic force — might be the straw that breaks the camel’s back, especially going forward now that coal is on shaky ground.",
915,5014,"April 26, 2016",mostly-true, The Paris Agreement is far the largest number of countries ever to sign an international agreement on a single day. ,"['Global News Service', 'Climate Change', 'Foreign Policy', 'Ban Ki-moon']",https://www.politifact.com/factchecks/2016/apr/26/ban-ki-moon/paris-agreement-sees-largest-number-countries-sign/,"Ban said, the Paris Agreement ""is by far the largest number of countries ever to sign an international agreement on a single day."" That is correct, beating the previous record when 119 countries simultaneously signed the Law of the Sea Treaty in 1982. But there are two caveats. First, Signing does not equal ratification. Countries must still do that before the agreement takes effect. Second, it’s worth noting there are more independent nations today to sign an agreement than in year’s past. The statement is accurate but needs additional information.",
916,5020,"April 22, 2016",mostly-true," In last week’s debate, Bernie questioned Hillary’s commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent. ","['Environment', 'National', 'Campaign Finance', 'Energy', 'Robby Mook']",https://www.politifact.com/factchecks/2016/apr/22/robby-mook/hillary-clinton-gets-02-percent-campaign-donations/,"Mook wrote, ""In last week’s debate, Bernie questioned Hillary’s commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent."" Mook’s statement is accurate, though it’s carefully constructed to exclude donations by lobbyists who have at one time represented the industry -- a point made by Sanders, though its relevance is up for debate.",
917,5045,"October 5, 2016",half-true, Says she voted for a statewide fracking ban. ,"['Environment', 'Corrections and Updates', 'Florida', 'Dana Young']",https://www.politifact.com/factchecks/2016/oct/05/dana-young/dana-young-mailer-leaves-out-context-fracking-bill/,"A mailer from Young says she ""voted for a statewide ban on fracking."" That vote is in reference to HB 191, which would have set up a temporary moratorium on fracking in anticipation of future regulations. The bill would have authorized a study on which to base further regulation. It was not an outright ban on fracking. Correction: A previous version of this fact-check incorrectly reported who sent the mailer. The piece has been updated to reflect that it was sent by an outside committee with Young's approval.",
918,32814,"January 15, 2014",true, Only 3 percent of voters 18 to 34 don t believe that climate change is really happening. ,"['Environment', 'National', 'Climate Change', 'Polls and Public Opinion', 'Science', 'Chris Murphy']",https://www.politifact.com/factchecks/2014/jan/15/chris-murphy/sen-chris-murphy-says-just-3-percent-voters-dont-b/,"Murphy said, ""Only 3 percent of voters 18 to 34 don't believe that climate change is really happening."" It should be noted that Murphy cited a poll that had been paid for by an environmental group. Still, we couldn’t find any poll with genuinely comparable data that clashed with Murphy’s carefully worded assertion.",
919,32842,"April 13, 2016",mostly-true, Says Hillary Clinton supported and continues to support fracking. ,"['Environment', 'National', 'Bernie Sanders']",https://www.politifact.com/factchecks/2016/apr/13/bernie-sanders/does-hillary-clinton-support-fracking/,"Sanders said that Clinton supported and continues ""to support fracking."" As secretary of state, Clinton supported and promoted fracking around the world. As a 2016 candidate, her support comes with conditions such as local choice, stronger environmental regulation and chemicals.",
920,32852,"April 4, 2016",mostly-true, Over 97 percent of the scientific community … believe that humans are contributing to climate change. ,"['Climate Change', 'Science', 'Virginia', 'Don Beyer']",https://www.politifact.com/factchecks/2016/apr/04/don-beyer/don-beyer-says-97-percent-scientists-believe-human/,"Beyer said ""over 97 percent of the scientific community"" believe humans are contributing to climate change. The studies Beyer and others cite do not reflect the scientific community at large. They are surveys that focus on the conclusions of climatologists, earth scientists and meteorologists. The studies found that overwhelming majorities of these experts - sometimes, but not always as high as 97 percent - say humans are contributing to global warming. Beyer’s statement is credible but needs elaboration.",
921,32864,"October 3, 2016",half-true, Not one penny of (California’s Prop 67) bag ban tax goes to the environment. ,"['Environment', 'Taxes', 'California', 'No  on 67']",https://www.politifact.com/factchecks/2016/oct/03/no-67/whats-bag-fee-environment-opponents-not-one-penny/,"The No on 67 campaign claims ""Not one penny of the bag ban tax goes to the environment."" A large portion of this is correct: Nothing requires the bag fee revenue be spent directly on environmental causes, as found by the state’s nonpartisan Legislative Analyst’s Office. Supporters make a fair point that the fee will persuade customers to use reusable bags, thus cutting down on river- and creek-choking plastic bags. Click here for more on the six PolitiFact ratings and how we select facts to check. UPDATE: After this fact check was published, a spokeswoman for the city of San Jose told us that the city's estimate of 89 percent litter reduction was later determined to be miscalculated. The corrected estimate is 62 percent.",
922,32872,"September 25, 2016",half-true," Says Hillary Clinton and Tim Kaine want to shut down shale, and shut down natural gas. ","['Environment', 'National', 'Climate Change', 'Economy', 'Energy', 'Jobs', 'Public Health', 'Regulation', 'Water', 'Donald Trump']",https://www.politifact.com/factchecks/2016/sep/26/donald-trump/donald-trump-wrong-say-hillary-clinton-wants-shut-/,"Trump said that Clinton and Kaine ""want to shut down shale, and shut down natural gas."" Trump's campaign points to Clinton's statements that she wants to put restrictions on the fracking process used to extract natural gas from shale, and she wants to move the world away from petroleum sources as quickly as possible. But a review of Clinton's statements also make clear that she supports natural gas as a cleaner alternative to coal and oil. Her restrictions would not shut down fracking or natural gas production.",
923,32895,"November 6, 2017",barely-true," Says Evan Jenkins has the same positions on the issues as Joe Manchin: supporting Hillary (Clinton), supporting cap-and-trade, supporting Planned Parenthood, many tax increases. ","['Abortion', 'Environment', 'National', 'Candidate Biography', 'Corrections and Updates', 'Taxes', 'Patrick Morrisey']",https://www.politifact.com/factchecks/2017/nov/06/patrick-morrisey/do-joe-manchin-and-evan-jenkins-support-clinton-ca/,"Morrisey said Jenkins has the same positions on the issues as Joe Manchin: supporting Hillary (Clinton), supporting cap-and-trade, supporting Planned Parenthood, many tax increases. We found that Jenkins doesn’t support any of the positions the ad mentioned, and in at least one case, Manchin didn’t either. Unlike the ad suggests, Manchin is against cap-and-trade legislation, even taking aim at the text of the cap-and-trade bill in a campaign video. Experts agreed the 2007 West Virginia bill Manchin and Jenkins supported was not in line with Obama’s proposed cap-and-trade legislation, nor was the 1997 bill Jenkins co-sponsored. Manchin supports Planned Parenthood legislation as long as it doesn’t fund abortions, whereas Jenkins has repeatedly voted against funding the group.",
924,32935,"November 1, 2020",false," Our doctors get more money if somebody dies from COVID. … So what they do is they say, ‘I m sorry, but, you know, everybody dies of COVID.’ ","['National', 'Coronavirus', 'Michigan', 'Donald Trump']",https://www.politifact.com/factchecks/2020/nov/01/donald-trump/donald-trumps-false-claim-doctors-inflate-covid-19/,"Trump said that doctors inflate the number of COVID-19 deaths to get more money. ... So what they do is they say, ‘I m sorry, but, you know, everybody dies of COVID. A plurality of doctors work for hospitals and have no financial incentive to falsify death records. Medicare does pay more for COVID-19 patients, but hospitals must prove a positive diagnosis for the disease. A CDC analysis, in line with other research, finds the reported deaths from COVID-19 likely underestimate deaths from the virus.","Doctors and coroners fill out death certificates according to established rules and face legal penalties for falsification.
Hospitals must prove to Washington that patients tested positive for the virus, and their doctors gain nothing from a COVID-19 diagnosis.
There is no evidence that official death counts over report the reach of the disease.
"
925,32936,"November 1, 2020",false, The Green New Deal would require that 99% of homes in the country be torn down and rebuilt more ‘energy efficient’ over a ten year period. ,"['Environment', 'Climate Change', 'Facebook Fact-checks', 'Instagram posts']",https://www.politifact.com/factchecks/2020/nov/01/instagram-posts/green-new-deal-would-not-require-99-homes-be-torn-/,"An Instagram post says, The Green New Deal would require that 99% of homes in the country be torn down and rebuilt more ‘energy efficient’ over a ten year period. An FAQ about the Green New Deal that was later retracted included a goal of upgrading or replacing every building in the U.S. for energy efficiency within 10 years. It did not mention tearing down 99% of buildings. The updated version of the FAQ mentions only upgrading buildings for efficiency, which can include replacing elements of the home, such as windows and electrical systems. This fact check is available at IFCN’s 2020 US Elections FactChat #Chatbot on WhatsApp. Click here, for more."," The Green New Deal is a nonbinding resolution that cannot become law in its current form. 
 The resolution does not call for most homes to be torn down. It aims to upgrade existing buildings and build new buildings to improve energy and water efficiency.
 Much of the confusion and misinformation about the resolution stemmed from a botched rollout by its sponsors and relentless attacks from opponents.
"
926,33003,"March 7, 2016",mostly-true, We have a higher rate of tested lead in people in Cleveland than in Flint. ,"['Environment', 'National', 'Public Health', 'Hillary Clinton']",https://www.politifact.com/factchecks/2016/mar/07/hillary-clinton/hillary-clinton-cleveland-has-higher-rates-lead-po/,"Clinton said, ""We have a higher rate of tested lead in people in Cleveland than in Flint."" In Flint, 4 percent of all kids and 6.3 percent of kids in high-risk areas in Flint tested positive for lead poisoning in 2015. In Cleveland, that rate was 14.2 percent in 2014. However, the lead in Cleveland came from paint, not water, and Clinton's initial phrasing made that unclear.",
927,33061,"July 28, 2017",barely-true, California and New York are the two biggest polluting states in the country. ,"['Environment', 'New Hampshire', 'States', 'Chris Sununu']",https://www.politifact.com/factchecks/2017/jul/28/chris-sununu/nh-governor-calls-new-york-california-biggest-poll/,"Sununu said California and New York are ""the two biggest polluting states in the country."" His press secretary tried to soften the claim, but no matter how you look at it, that’s not accurate. In terms of absolute carbon dioxide emissions, California and New York rank No. 2 and No. 9. Texas is No. 1. Adjusting for population and GDP, California and New York are actually among the most effective states at reducing their impact on the atmosphere – beating even Sununu’s home state of New Hampshire. It turns out, Sununu was just blowing smoke.",
928,33073,"October 27, 2020",false, More suicide deaths than coronavirus death past two months. ,"['National', 'Coronavirus', 'Tom Brady']",https://www.politifact.com/factchecks/2020/oct/27/tom-brady/no-suicides-have-not-outpaced-covid-19-deaths/,"Brady said that in the past two months, there have been more deaths from suicide than COVID-19. There are no national numbers that back this up. COVID-19 has been killing people at a rate that is at least three times greater than suicide historically. A leading researcher we reached said even in the absence of firm data, it is impossible for the suicide rate to have increased to surpass the COVID-19 death rate.","In an average month, about 4,000 people die from suicide.
In the month of June, over 19,000 people died from the coronavirus. In the past 30 days, nearly 22,000 people died.
Researchers say there is no way that the rate of suicide could increase so rapidly.
"
929,33075,"October 27, 2020",false, U.S. is really not doing (COVID-19) reporting right because deaths are being improperly counted and hospitals have an incentive to pad stats. ,"['Elections', 'Wisconsin', 'Coronavirus', 'Donald Trump']",https://www.politifact.com/factchecks/2020/oct/27/donald-trump/trump-wrong-claim-us-padding-covid-19-stats/,"Trump said at a Waukesha rally the U.S. is really not doing (COVID-19) reporting right because deaths are being improperly counted and hospitals have an incentive to pad stats. The U.S. is following the same COVID-19 death reporting guidelines as nearly every other country, which come from the World Health Organization. Under those guidelines, someone with heart disease, cancer or any other disease whose death is hastened COVID-19 would be listed as COVID-19 death.","Decisions on how to classify a given death are made by local doctors or coroners, but based on World Health Organization guidelines followed by the U.S. and nearly every other country.
Among death certificates that list COVID-19 as a factor, 92% call it the primary factor.
Hospitals do get 20% more money for Medicare patients (under a bill signed by Trump), but there’s no evidence that has spurred fraud.
"
930,33077,"October 27, 2020",false, Says Troy Nehls called wearing masks un-American and called those who do communists. ,"['Public Health', 'Texas', 'Coronavirus', 'Sri Preston Kulkarni']",https://www.politifact.com/factchecks/2020/oct/27/sri-preston-kulkarni/texas-house-race-kulkarni-distorts-nehls-take-mask/,Kulkarni claimed that Nehls called wearing masks un-American and called those who do communists. Nehls called Harris County’s mask mandate un-American and compared it to a communist dictatorship. He was not talking about masks or people who wear them. This fact check is available at IFCN’s 2020 US Elections FactChat #Chatbot on WhatsApp. Click here for more.,"Commenting on a mask mandate, Nehls made references to un-American and communist dictators.
Nehls did not say mask wearing is un-American and did not say people who wear masks are communists.
"
931,33079,"October 26, 2020",false, The coronavirus was constructed in the Wuhan Institute of Virology. ,"['China', 'Corrections and Updates', 'Coronavirus', 'Pennsylvania', 'Scott Perry']",https://www.politifact.com/factchecks/2020/oct/26/scott-perry/pa-rep-scott-perry-airs-debunked-claim-wuhan-lab-c/,"Perry said the coronavirus that causes COVID-19 was constructed in a Wuhan, China, lab. Scientists who’ve studied the virus’s genetic makeup say that it is a naturally occuring virus. This fact check is available at IFCN’s 2020 US Elections FactChat #Chatbot on WhatsApp. Click here, for more.","The consensus of the scientific community and international public health organizations is that the coronavirus emerged from bats and later jumped to humans.
Scientists worldwide have publicly shared the genetic makeup of the coronavirus thousands of times. If the virus had been altered, there would be evidence in its genome.
"
932,33097,"September 28, 2013",true," If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped ","['Environment', 'Rhode Island', 'Science', 'Grover Fugate']",https://www.politifact.com/factchecks/2013/sep/28/grover-fugate/ri-coastal-official-says-rising-sea-levels-climate/,"Grover Fugate said Providence’s Waterplace Park and Wickford village would be flooded if sea levels rose six feet, ""the upper end"" of some climate change estimates. While Fugate’s high-end figure is double the estimate of the Intergovernmental Climate Change Committee, he was accurately quoting a figure that has been cited by four U.S.  agencies that deal with oceans and climate. And federal, state and local planners and agencies agree that a six-foot rise would swamp significant locations in Providence, Wickford and elsewhere in coastal Rhode Island, as Fugate said it would. We find his statement True",
933,33108,"August 29, 2013",true, Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air ,"['Environment', 'Climate Change', 'Energy', 'Transportation', 'Wisconsin', 'League of Conservation Voters']",https://www.politifact.com/factchecks/2013/aug/29/league-conservation-voters/sen-ron-johnson-voted-unlimited-carbon-pollution-e/,"The League of Conservation Voters said Johnson voted to let oil and gas companies ""keep spewing unlimited carbon pollution into our air."" Johnson voted twice to prohibit the EPA from regulating any carbon emissions.",
934,33109,"August 21, 2013",true, Says he sued Obama’s EPA seven times. ,"['Environment', 'Energy', 'Texas', 'Barry Smitherman']",https://www.politifact.com/factchecks/2013/aug/21/barry-smitherman/puc-and-railroad-commission-smitherman-part-seven-/,"Smitherman said he ""sued Obama’s EPA seven times."" In the seven EPA lawsuits -- all during the Obama administration -- that his spokesman identified, either Smitherman or the commission he served on at the time is named as a plaintiff. Click here for more on the six PolitiFact ratings and how we select facts to check.",
935,33117,"March 1, 2016",mostly-true, There is not a single candidate in the Republican primary that thinks we should do anything about climate change. ,"['National', 'Climate Change', 'Barack Obama']",https://www.politifact.com/factchecks/2016/mar/01/barack-obama/obama-none-gop-candidates-have-climate-change-plan/,"Obama said, ""There is not a single candidate in the Republican primary that thinks we should do anything about climate change."" None of the remaining Republican presidential candidates have laid out a specific plan to address climate change. All of them call for scaling back Obama’s environmental regulations, to boot. Some have called for private-sector development of renewable energy sources. Bush, who was in the race when Obama made his comment, and Kasich both have said they believe human-caused climate change is real and have said pursuing these alternative energy sources could mitigate the problem. But neither has outlined a specific plan. For some Republican voters, this stance might be a plus. But it doesn’t change the veracity of Obama’s statement.",
936,33119,"February 26, 2016",mostly-true, Our community (Tampa Bay) is one of the 10 most threatened the sea level rise in the world. ,"['Climate Change', 'Transportation', 'Florida', 'Sierra Club']",https://www.politifact.com/factchecks/2016/feb/26/sierra-club/tampa-bay-among-top-10-regions-most-threatened-cli/,"Sierra Club's Bailey said, ""Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world."" He cited credible research that showed the region is among the most at risk of property damage from coastal flooding. He’s conflating that research with the effects of sea level rise, but several experts told us the problems are related. It's striking that Tampa Bay is already in great danger when it comes to potential property loss, but Bailey should have been more specific. There are other ways to measure the consequences of rising oceans beyond real estate. When we consider some of these factors, other major cities could be considered worse off than Tampa Bay. The statement is accurate but needs clarification.",
937,33121,"February 23, 2016",mostly-true, Says Donald Trump wants to keep big government in charge of federally-owned land. ,"['Environment', 'Nevada', 'Ted Cruz']",https://www.politifact.com/factchecks/2016/feb/23/ted-cruz/ted-cruz-attacks-donald-trump-wanting-leave-public/,"Cruz says that Trump wants to keep ""big government"" in charge of Nevada’s public lands. Trump has answered questions on public land management twice. He has not advocated for transferring ownership, but he has focused on cutting bureaucratic red tape.",
938,33150,"July 28, 2016",half-true, Says Hillary Clinton negotiated the first agreement — ever — where China and India officially committed to reduce their emissions. ,"['Global News Service', 'Climate Change', 'Foreign Policy', 'Bill Clinton']",https://www.politifact.com/factchecks/2016/jul/29/bill-clinton/fact-checking-bill-clinton-hillarys-big-climate-ch/,"Bill Clinton said Hillary Clinton ""negotiated the first agreement — ever — where China and India officially committed to reduce their emissions."" Clinton was at the table at the Copenhagen Accord, though she wasn’t the only U.S. official present. And while it was the first time China and India made pledges in an international agreement, their pledges were not legally binding. Many, if not most, environmentalists and experts say the agreement was a wash at best and a failure at worst.",
939,33200,"October 23, 2020",false," We re starting to reach almost herd immunity in this nation, so we ll be on the downside of this virus very soon. ","['Public Health', 'Missouri', 'Coronavirus', 'Vicky Hartzler']",https://www.politifact.com/factchecks/2020/oct/23/vicky-hartzler/hartzlers-claim-isnt-close-were-long-way-away-herd/,"Hartzler claimed, We’re starting to reach almost herd immunity in this nation, so we’ll be on the downside of this virus very soon. Without a vaccine, herd immunity relies on infections driving immunity. At the time of the quote – and now – immunity in the United States is far short of that required estimates. This statement is not accurate.","To achieve herd immunity by infection alone in the U.S., around 200 million people would need to contract COVID-19, according to estimates. We’ve only recently passed 8 million.
"
940,33201,"October 23, 2020",false, Michigan has been like a prison during the coronavirus. ,"['Coronavirus', 'Michigan', 'Donald Trump']",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trump-says-michigan-during-coronavirus-pandemic-ha/,Trump claimed that it’s been like a prison in Michigan under Whitmer’s leadership during the coronavirus pandemic. All businesses and schools are allowed to be open.,"Michigan’s governor took actions to limit the spread of the coronavirus, most of which were lifted by June 1.
Today, Michiganders are allowed to dine out, attend school, get a haircut and go bowling.
"
941,33203,"October 23, 2020",false, We are rounding the turn (on coronavirus). We are rounding the corner. ,"['Public Health', 'Coronavirus', 'Donald Trump']",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/no-fight-against-coronavirus-isnt-rounding-corner-/,"Trump said, We are rounding the turn on coronavirus. We are rounding the corner. No one can predict the future course of the pandemic, but the notion that we are rounding the corner would imply significant and sustained reductions in the spread of the virus. In reality, that hasn’t been happening. Cases have been rising steadily since mid-September, hospitalizations have been rising for almost two weeks, and positivity rates have been rising since the end of September. This fact check is available at IFCN’s 2020 US Elections FactChat #Chatbot on WhatsApp. Click here, for more.","The notion that we are “rounding the corner” would imply significant and sustained reductions in the spread of the virus. In reality, that hasn’t been happening.
Cases have been rising steadily since mid-September, hospitalizations have been rising for almost two weeks, and positivity rates have been rising since the end of September.
"
942,33204,"October 22, 2020",false, Pennsylvania never opened. ,"['National', 'Coronavirus', 'Pennsylvania', 'Donald Trump']",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/fact-checking-trumps-claim-pennsylvania-never-open/,"Trump said Pennsylvania never opened. Most businesses were closed and residents were ordered to stay home in April, but restrictions have been lifted gradually since May, and no new lockdowns have been ordered even as case counts climb.","Day-to-day life in Pennsylvania hasn’t returned to normal, and it may not until a coronavirus vaccine is widely available. But the state’s schools and businesses aren’t uniformly shuttered as they were in the spring.
All 67 Pennsylvania counties are in the “green” phase of Gov. Tom Wolf's three-phase reopening plan and have been since July 3, meaning most businesses may operate at 75% capacity, and school districts may decide whether to offer in-person instruction.
Pennsylvania ordered non-life sustaining businesses to close on March 19. Wolf issued a statewide stay-at-home order on April 1. Twenty-four counties moved from the “red” phase to the “yellow” phase on May 8.
"
943,33208,"October 21, 2020",false, Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks. ,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/oct/21/facebook-posts/dr-anthony-fauci-didnt-blame-masks-1918-19-flu-dea/,"Fauci never wrote that. In the paper he co-authored, researchers found that secondary bacterial pneumonia caused a majority of deaths in the pandemic. This is a well-documented side effect of severe influenza infections, and has nothing to do with masks. This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Click here, for more.","There is no historical or scientific evidence for the claim that masks cause pneumonia, experts said.
A 2008 study, co-authored by Dr. Fauci, found that bacterial pneumonia caused a majority of deaths in the 1918 influenza pandemic. The study made no mention of masks.
"
