,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Context Length,Poem Length
494,"“The Pfizer / BioNTech COVID-19 vaccine now rolling out in the US is approved as Comirnaty (in Europe),with the name expected to get a nod in the US… Comirnaty is pronounced phoneticallyas koe mir’ na tee.“Since we know that (Pfizer’s vaccine) demonstrated more than 90% efficacy,the p-value for the results is likely to be far less than 0.037 … With an efficacy levelthis high, Pfizer’s candidate “sets a high competitive bar for its competitors.”","Maxity vaxity
Pfizer’s Comirnaty
might, if its p-value
is what they claim,
 
give the community
super-immunity,
boosting the company’s
pfortune and pfame.
 

",Silly,,,,,448,158
495,“The President does read and he also consumes intelligence verbally.“,"Well, what’s Don reading, if not words?
He chews on intel with his curds?
If he’s “the most informed” guy daily,
How come chaos rules him, Kayleigh?
 
Could you kindly let us know
Where what’s “consumed” from thence may go:
If not his brain, some lower parts
Less apt to ratchet up his smarts?
 
The world might seem less out of joint
If you could clarify this point:
What roils—top secrets, soup to nuts?—
The famous presidential guts.
 

",,,,,,69,440
496,“The Pure American Banality of Donald Trump’s White House Fast-Food Banquet“,"As Lincoln ponders on the wall
Above the splendid venue,
Little Donnie stands in thrall
At having planned the menu—
 
The silly grin that splits his face,
The tiny hands, the hair,
The table stacked beyond disgrace
With Donnie’s favorite fare,
 
Big Macs, fries, Filet-O-Fishes,
Enough to feed an army,
Calories beyond all wishes.
Donnie’s gone plumb barmy.
 
“Look at me,” he spouts with glee,
“I’ve scored another coup!”
The Clemson Tigers take a knee.
Chacun a son goût.
 

",,,,,,76,477
497,"“The robot kitchen that will make you dinner—and wash up tooThe price tag of £248,000 might make your eyes water but Moley Robotics claims to have more than 1,000 potential buyers“","A quarter of a million pounds
Will buy a self-propelled cuisine
That bakes, sautés, clears coffee grounds,
And leaves itself sublimely clean.
 
But if, each night for seven years,
You hired a chef for ninety quid,
You’d still have cash to buy at Sears
A super saucepan, with a lid.
 

",Topical/Witty/Wit-Wordplay,,,,,180,285
498,"“The Texas GOP had a fit after the Supreme Court rejected their bid to flip the electionin Trump’s favor, and now they’re hinting at secession“","The Court refused to throw out votes
That didn’t go our way.
It’s time for us to grab our flags
And leave the USA.
 
We are the real Americans,
A patriotic breed,
As everyone can tell from our
Intention to secede.
 

",,,,,,143,217
499,“The U.S. and China announce surprise climate agreement at COP26 summit“,"Friends, let’s surprise the climate!
Let’s show we really care,
Although we tend to slime it
And foul both sea and air.
 
The world’s expression’s priceless
As we exclaim, “Surprise!”
Though icecaps tip toward iceless
And ocean levels rise.
 
The climate, far more gracious,
Won’t stand outside the door
But enter in and thank us,
While hinting we do more.
 

",,,,,,72,360
500,"“The university town of Lund in Sweden is to dump a tonne of chicken manure in its central park in a bid to deter up to 30,000 residents from gathering there for traditional celebrations to mark Walpurgis Night on Thursday.“","In scholarly Lund, there’s a whiff in the air
Of danger (and more, to be sure):
Are you up for spooks and a medical scare,
Or are you too chickenmanure?
 
",,,,,,224,155
501,"“The world’s rarest turtle has moved closer to extinction after a female died in a Chinese zoo, leaving just three known members of the species.The Yangtze giant softshell turtle, believed to be more than 90 years old, died in Suzhou zoo on Saturday, according to the Suzhou Daily.Its death came a day after staff at the facility attempted to artificially inseminate the animal using semen from a male more than 10 years her senior, the newspaper reported.","One of our rarest, oldest turtles
Died in a Chinese zoo this week;
Thus yet another species hurtles
Into extinction, so to speak.

After some medical kerfuffle,
This one of four, this Turtle Royal,
Started a softshell softshoe shuffle
Issueless off this mortal coil.

Well may we all be sad and angsty,
Uttering vainly words like these:
“Why, Not-So-Youngster of the Yangtse,
Were you so very hard to please?”

Maybe a spiritual vocation
Made you determined to be chaste;
Maybe the word “insemination”
Struck you as in appalling taste;

Maybe; but I have also wondered
Why we should be surprised you thus
Spurned a co-parent of one hundred,
Being a sprightly ninety (plus).


",,,,,,456,676
502,"“There Are Nearly 9,000 Craft Breweries In The US—But Big Beer Dominates“","Time to slay Goliath, boys—
Come on, Davy, let’s get chopping!
When he falls he’ll make a noise—
We’ll be tops in hops, no stopping!
 
We can’t beat him one on one—
Stick together, we’ll undo him!
Heads up, lads, let’s get it done—
Band of brothers, we’ll outbrew him!
 

",Topical/Witty/Wit-Wordplay,,,,,73,272
503,"“There’s a new perfume that smells like outer space…This scent was initially made to help train astronautsand eliminate any surprises they may experience while launching into orbit.Several astronauts have described the smell as being similar to seared steak,raspberries and metal.“","The aura of the firmament
No human nose could tell
Till NASA launched a bottled scent
Which recreates the smell.
 
Weigh, Astronaut, this attribute,
And pause before you choose
An atmosphere of charcoaled fruit
And rusty barbecues.
 

",,,,,,281,235
504,"“These mammoth bills do more than move mountains of money.…FDR altered the workings of capital and labor in ways that are still very much with us today. Biden may be trying to do some of the same, but [his] work has just begun.” ","President precedent
Franklin D. Roosevelt
spent by the zillions, as
Joe also will;

what better place for an
incomprehensible
mountain of money than
Capital Hill?


",,,,,,229,165
505,“Thieves stole over 100 whoopie pies in Maine“,"Maine has had a dreadful theft
of very special grub.
One hundred, count ‘em, whoopie pies
were pilfered from a club.
 
Who consumes so many treats?
Perhaps they’ll fence the cakes.
At least, unlike with stolen art,
the goodies can’t be fakes.
 

",,,,,,46,246
506,“This is a tough hurricane. One of the wettest we’ve ever seen from the standpoint of water.,"A recent performance
by Hurricane Florence
made rain fall in torrents.
The floods were impressive.

Opinion is forming
to say global warming
results in rain storming
which may be excessive.


",,,,,,92,192
507,“This is not who we are.“,"You say this isn’t who we are,
But I suspect, though this may jar,
That who we are is what we do;
And if this isn’t we, then who?
 
",,,,,,25,132
508,“This Mama Bear Struggling to Cross Road With Her Cubs Is Every Parent“,"It’s not a mountain, just a road.
No matter. Mama Bear
must get her four cubs safe across.
Although police are there
 
And traffic’s at a stand-still, she
has not the time to dally.
Percy is on the other side,
and Reg, but where is Sally?
 
That silly girl has climbed a pole!
And Gert’s nowhere in sight.
At this rate, going back and forth
will take until tonight,
 
And then she’ll still have miles to go.
The woods are dark and deep,
but dammit! It’s been days and days
since she’s had any sleep!
 

",,,,,,71,503
509,“This wall is not something that can be really knocked down.“Portion of US border wall in California falls over in high winds and lands on Mexican side”,"We’re replacing the fence in Calexico
With a beautiful new border wall,
And we’re hoping the winds blow toward Mexico
If the new wall should happen to fall.
 
I am not really building much new wall
(Loud false claims are the name of my game).
Now that wind has made mine an askew wall,
My whole act looks like more of the same.
 

",,,,,,152,331
510,“TikTokers bombard Texas anti-abortion whistleblower website with Shrek porn…“,"TikityTokity,
prurient images
target a website in
efforts to short-
 
circuit a mission that
antiabortionists
otherwise certainly
wouldn’t abort.
 

",Silly,,,,,78,149
511,"“Tiny animal survives after 24,000 years frozen in Siberian permafrost: ‘A big step forward’“","Were you a bdelloid rotifer
And frozen like a cod,
A far-flung future researcher
Might cut you from the sod
 
And warm you up, and there you’d be,
As right as ham and eggs.
But as for “big step”?—don’t blame me—
You haven’t any legs.
 

",,,,,,93,237
512,“Tito’s warns customers: Vodka is not a safe hand sanitizer” ,"Our customers inquire: for sanitizing,
Is Vodka safe? Our word to them is Nope.
Coincidentally, we’re not advising
Concocting Bloody Marys out of soap.
 
",,,,,,61,154
513,"“Today, virtual real estate sells for hundreds of thousands of dollars of cold, hard cash (though converted into cryptocurrency). … But, before you can buy, you have to connect your wallet to the platform.“"," Cozy cottage, built just right,
A picket fence of whitest white,
A view of Menlo Park at night,
I looked at land that way.
 
But how to get there? Where to go?
They say, “It’s in the blockchain, Bro,”
And what that means, I don’t quite know
(I’m not so young). Oy vey.
 
I’ve searched the Cloud from all sides now,
From up and down, and still somehow
It’s Cloud illusions I recall,
I just can’t find my plot at all.
 

",,,,,,206,420
514,"“Tourist returns stolen artefacts from Pompeii ‘after suffering curse’… The Canadian woman, identified only as Nicole, sent a package containingtwo mosaic tiles, parts of an amphora and a piece of ceramics to a travel agentin Pompeii, in southern Italy, alongside a letter of confession. …‘Please, take them back, they bring bad luck,’ she wrote.” ","The spirits of Pompeii are very loath to be disturbed.
A wish to rob their households is a wish that should be curbed;
Recall Nicole from Canada, who yielded to the aura
Of two mosaic tiles, a shard, and parts of an amphora.

She smuggled them from Naples with her other souvenirs,
And in her chilly northern home they waited many years.
Meanwhile, Nicole, though doubtless much revering them at first,
Was slowly made to feel herself inevitably cursed.

No need to list the nasty things the pilferer endured;
They soaked her like the waters of an overflowing fjord,
Till, medically sick of the avenging bric a brac,
She bowed her head in penitence and sent the whole lot back.

In picturesque Pompeii, upon the rich volcanic loam,
Two tiles and bits of pottery embrace their proper home.
The local gods are smiling, but, to coin an apothegm:
Unless your name’s Vesuvius, don’t mess about with them.


",,,,,,348,902
515,“Trained rats to help rescue earthquake survivors“,"If caught in an earthquake or other disaster
And trapped under roof beams and rubble and plaster,
My hopes of a rescue might rest with a rat—
I don’t know how happy I’d be about that.
 
A rat can be trained in a very few days
To creep through debris like it’s threading a maze,
And go where dogs can’t, which is all fine and dandy—
But how would it carry a barrel of brandy?
 

",,,,,,50,378
516,“Trump ad asks people to support the troops. But it uses a picture of Russian jets.“,"Trump didn’t note the Russian jets
Before the ad was sent.
How gauche supporting Putin’s troops!
(Unless that’s what he meant.)
 
",,,,,,84,130
517,“Trump denies report that Matt Gaetz asked for blanket pardon“,"Why, sure, he begged pardon, in khakis and blazer,
For frat-boy gyrations he did to amaze her
(The girl of the hour), but, boys, you can bank it—
He never did ask me to pardon his blanket.
 
",,,,,,62,191
518,“Trump experiencing ‘mild symptoms’ after testing positive for Covid-19“,"The President has COVID and it’s very, very sad;
The very best of wishes are the only ones he’s had;
And nobody is saying (not the brutalest of bruisers)
That getting sick’s for sissies or that dying is for losers.
 
The President has COVID, as I think I’ve said before;
If Schadenfreude comes my way, I’m showing her the door.
Here’s hoping that he rallies (and the rallies hope it too),
And COVID’s gone by Christmas, Mr. President, with you.
 

",,,,,,72,448
519,"“Trump Removes Pollution Controls on Streams and Wetlands …The new water rule for the first time in decades [will] allow landowners and property developers to dump pollutants such as pesticides and fertilizers directly into hundreds of thousands of waterways, and to destroy or fill in wetlands for construction projects.“","Duck. Duck. Goose.
Chemicals on the loose.
Put them in our food supply.
Tighten up the noose.
 
Little Jack Coroner
inspects a pumpkin pie.
The lab results: carcinogens.
Jump. Skip. Die.
 

",,,,,,322,190
520,“Trump’s Path to Weaker Fuel Efficiency Rules May Lead to a Dead End“,"I like cars that are dirtier,
just like my politics.
I’m tearing up Obama’s rules,
a liberal bag of tricks.
 
The auto workers love my tweets.
They’ll pay me at the polls.
More asthma? Higher costs for gas?
Who’s counting? Deep state trolls?
 
Economists attack my plan.
They say my way costs more
by stealing years from children’s lives.
Who cares? I just need four.
 

",,,,,,69,371
521,“Tumblr will bar all adult content starting December 17“,"Did looking at Tumblr once trouble you
Because it was NSFW?
It will now be no longer explicit.
Raise your hands if you’ll miss it.
 
",Topical/Witty/Wit-Wordplay,,,,,56,133
522,“Turtle on runway causes delays at Japan’s main international airport“Wandering ostrich causes Cape Town traffic chaos” ,"Let the bird of longest legs
And the beast of chic-est shell
Keep apart and spare us hell!
Thus the world of transit begs.
 
Ostrich wanders down the road;
Turtle on the tarmac sits;
Motorists are having fits;
Pilots fear they may explode;
 
No one, though, desires to squash
Either obstacle, oh no:
Turtle’s conquered Tokyo,
Ostrich, Greater Stellenbosch;
 
Thus the latter fears no car,
And the former dreads no plane;
Transport struggles with the strain,
But no harm’s been done—so far.
 

",,,,,,120,493
523,"“Twitter CEO steps down, leaves company at a crossroads“","Fleetily tweetily
Jack the first Twitterer
Flew from his perch at the
Top of the roost,
 
Leaving his underlings,
Founding-directorless,
Cleaning up fallout from
Squawkers he’d loosed.
 

",Silly,,,,,56,188
524,“Twitter Founder Jack Dorsey Is Auctioning Off the World’s First-Ever Tweet as an NFT— and the High Bid Is Already $2.5 Million“,"How sweet the tweet that landed first,
before brute fingers did their worst.
When Dorsey typed in lowercase
five words, he changed the human race.
 
Although the last was not a word
one could pronounce, his tweet was heard
like Armstrong’s step upon the moon,
still pristine, not with wreckage strewn.
 
Dorsey will give to charity
the millions paid by NFT.
What’s worth far more than that amount?
His silencing of one account.
 

",Topical/Witty/Wit-Wordplay,,,,,128,431
525,"“Two people… fell into a tank of chocolate at the Mars M&M’s factory in Elizabethtown, Pennsylvania… . According to a Lancaster County dispatch,the pair were not injured but required assistance to get out of the waist-high chocolateso a rescue crew was sent to the facility.“","Two men fell into a chocolate vat
Thus causing co-workers to worry.
They called paramedics to rescue them
And the guys, said, “Fine, but don’t hurry.”
 
",,,,,,275,153
526,"“Two Stanford students filed a class action Wednesday in Federal court … [They] allege that, in light of the admission of students who paid bribes to secure their slots, the universities are liable under California state law for false representations about the fairness and reliability of their admissions processes…”","Some colleges turn out to have a side door
to go through if you pay a coach a fee.
So angry Stanford students brought a lawsuit.
Those poor kids could have gone to USC.
 
",,,,,,317,171
527,“Tyrannosaurus rex may have been misunderstood“,"How could you grin that come-on, Rex,
Encouraging my hunch
We’d meet for dinner, drinks, and sex?
You’re having me for lunch.
 
",,,,,,47,128
528,"“U.N. High Commissioner for Human Rights… ended a long-awaited trip to China with cautious criticismof the country’s crackdown [on the Uyghurs], balanced with praise for Chinese authorities, in whatrights advocates called a propaganda win for Beijing… ‘The High Commissioner’s remarks were toonon-specific and weak to match the gravity of the situation,’ wrote William Nee [of Chinese HumanRights Defenders].“","Notably, quotably,
human rights advocates
say her remarks on the
Uyghurs were weak;
 
Chinese authorities,
WaPo-reportedly,
eagerly welcomed her
muyghur critique.
 

",Silly,,,,,409,166
529,“U.S. Stocks Rise to Records on Stimulus Bets“,"Friends, step right up and place your bets
On fiscal stimulation!
With acts of Congress, largesse jets
Across a grateful nation;
 
Stocks “rise to records.” Think of that!
Don’t get stuck in a queue
For bread and milk and bacon fat—
Next Buffett could be you!
 

",,,,,,46,263
530,"“UFOs could threaten US security, pols say after Capitol Hill briefing“","“Klaatu barada nikto,” pols:
Stand ready with those words;
Real Gorts are out there, not just dolls,
Balloons, drones, clouds, and birds!
 
Wherever ETs hail from,
We know you’ve got our backs,
And Men in Black will join the scrum
When Gort or Mars attacks.
 
But if your incantations fail
And black ops get the ax,
Then pass a bill to make Gort quail:
A universal tax.
 

",,,,,,71,373
531,“Ugo Sansonetti . . . began running track in his 70s . . .“,"I sing in praise of Ugo,
Who ran to championships
When most of us meet Pluto
Or need replacement hips.
 
He lived to be one hundred,
Won more than forty gold.
Sure, youthful footfalls thundered.
But Ugo’s rolled and rolled.
 

",,,,,,59,227
532,“UK judge orders rightwing extremist to read classic literature or face prison“The white supremacist student sentenced to read Austen and Dickens fits a grim pattern”,"Condemned to Pride and Prejudice,
The thug was nothing loath,
Believing (with some grounds for this)
He had a start on both.
 
This sentence did not win, I guess,
Ubiquitous ovations;
At least it would appear the Press
Had no great expectations.
 

",,,,,,166,249
533,“Ukraine man invents murder in attempt to get police to clear snowMan unhappy with state of his road told officers they would have to come in a snowplough to arrest him“,"To get a plow to clear the snow
I claimed I’d killed my stepdad. So?
Which really do you think absurder:
To choke in snow or fake a murder?
 
",,,,,,169,142
534,“Ukraine warns of cyberattacks on banks…“One result [of Russia’s attack] would be to push Russia to have closer economic ties to China… ‘Russia is likely to pivot all energy and commodity exports to China’…”,"Jiggery-pokery,
cybersecurity
vulnerabilities
threaten the banks;
 
geopolitically,
Machiavellian
actors are banking on
Vladimir’s tanks.
 

",Silly,,,,,207,141
535,“Unidentified bidder pays $28 million in auction to join Bezos for July space flight… Bezos and hiscrewmates will experience about three minutes of weightlessness near the top of the trajectory.“,"Hiddenly biddenly
Someone Anonymous,
craving a chance to be
physically hurled
 
into a moment of
nongravitational
bliss, paid a sum that is
out of this world.
 

",Silly,,,,,195,162
536,“US Man Charged With Wife’s Murder Wins Republican Town Primary From Jail“,"Republican I am, a small-town guy;
I stand for family, liberty, and such.
Pro-life? Of course, though let me qualify:
A fetus? Yes. My wife? Well, not so much.
 
",,,,,,74,162
537,“US woman sparks transatlantic tea war with brutal online brewMichelle from North Carolina shared her recipe for ‘British tea’. … [which] involved cold water first. The British internet lost its marbles.,"A cup of water, microwaved,
With teabag on the side,
Cannot by any means be saved,
So shunt the swill aside,

Then boil your water; warm your pot;
Unwrap your fancy; steep it;
Fill cup; splash milk. If tea is not
So fashioned, you may keep it.

(Now coffee’s of a different ilk,
Requiring little mettle:
Find instant granules, douse with milk,
And stew in any kettle.)


",,,,,,203,371
538,"“Vegan mum claims she can boost her immune system to beat coronavirus by drinking spermsmoothies . . . The part-time blogger consumes the fluid daily directly from her boyfriend of two years, as part of a smoothie, or freezes it in an ice tray to use another day.“","Let me commend your two-year friend,
A lad of grand profusion,
Who’s got the stuff, more than enough,
When he achieves conclusion.
 
Were I your guy, you’d have to try
For health some other way:
Put to the test, I’d be hard-pressed
To fill your ice cube tray.
 

",,,,,,264,263
539,"“Virus, stimulus angst hit world stocks as safe U.S. dollar shines“","Angst has struck the lords of stock;
They’re buying greenbacks chockablock.
Our bridges rust, our health declines,
But thank God, our safe dollar shines.
 
",,,,,,67,156
540,“Wandering seal leads police on slow-speed chase to law firm in England.“,"Slippery, flippery
innocent sea creatures
somehow, when followed by
cops, understand
 
where they should flee to for
jurisprudentially
getting advice on the
law of the land.
 

",Silly,,,,,73,177
541,"“Watch NASA’s Mars helicopter Ingenuity kick up dust on its 1st flight“After Ingenuity’s successful Mars flight, NASA plans to fly a huge rotorcraft on Saturn’s moon”","We’re kicking up the dust on Mars
Through Ingenuity.
Our next stop’s Titan, then the stars!
Our theme’s mobility
 
In quest of—well, we’re not quite sure.
We just know that we must,
And, seeking out our itch’s cure,
We’ll kick up lots of dust.
 

",,,,,,166,247
542,"“We saw the poisonous, toxic nature of Hemingway’s self-created myth… racism, intolerable anti-Semitism, bad treatment of wives, a toxic environment for kids at times and unnecessary crueltyto friends…“","Smashity bashity,
Ernest M. Hemingway
might be abashed if he
knew that we learned
 
all of his weaknesses
documentarily—
or would he Ernestly
feel he’d been Burned?
 

",Silly,,,,,202,168
543,“We Wanted To Split Up. OkCupid Had Other Ideas“,"The separation might have worked, but then
Our marriage rates an almost perfect 10—
Well, 9.8 to really be specific,
But OKCupid tells me that’s terrific.
 
The ups and downs we went through in the past,
Small things that cause a couple not to last
(Like my desire to be with other men)
Could always be a problem once again,
 
But hey, that score! How can we stay apart?
Though I can’t say I’ll never break his heart,
I aim to be more faithful when I’m with him
And trust the method known as algorithm.
 

",,,,,,48,506
544,"“What is ‘nunchi’, the Korean secret to happiness?In a new book, Euny Hong investigates the social ‘art of understanding’ … Koreans don’t say someone has ‘good’ nunchi, but ‘quick’ nunchi—the ability to rapidly process changing social information.“","What is that prized Korean “nunchi”?
It’s something like an English hunchi:
When things are coming to the crunchi,
Quick nunchi lets you pack a punchi.
 
",Topical/Witty/Wit-Wordplay,,,,,248,154
545,"“While it’s not uncommon to see heavily armed white men toting military-grade gear on American streets,the addition of the Hawaiian shirt is a new twist.“","Fascism dressed in black or brown
Worked for Berlin and Rome,
KKK terrorists likewise
Made do with monochrome,
 
And Dixie fought for slavery
With soldiers wearing gray,
But racist insurrectionists
Sport floral prints today.
 
The Stars and Bars do not suffice
As colors for their tribe.
They want Aloha shirts to rock
A new, less laid-back vibe.
 

",,,,,,154,350
546,"“White House adviser Kellyanne Conway clearly is tired of having to answer questions about her husband George Conway’s criticisms of her boss, President Donald Trump.”“","George v. Don and Don v. George
Stick in George’s spouse’s gorge.
Which is dearer, Kellyanne:
Con+way or Con+man?
 
",Topical/Witty/Wit-Wordplay,,,,,168,116
547,“Who’s an astronaut as private spaceflight picks up speed?“,"I asked my teacher, as a lad
(A ’50s sci-fi nerd),
How “astronaut” was spelled. My bad.
She said, “There’s no such word.”
 
Imagine! Well, I had to punt.
“A space cadet,” I guess
I wrote. Now scribes again must hunt,
Like me under duress,
 
For alternates to “astronaut,”
Which rose to honorific
That many claim should not be bought,
But earned by trials terrific
 
Mere ticket holders have not passed.
“Space tourists”? “Loads that pay”?
When first-stage engines start to blast,
Let’s say, “shipmates who pray.”
 

",,,,,,59,516
548,“Why are Scots having fewer children?“,"With ever-rising heating bills,
The reason isn’t hard to guess:
We’re having fewer kids because
It’s too damn cold to get undressed.
 
",,,,,,38,135
549,“Why are U.S. airlines concerned about 5G?“Controlled flight into terrain“,"The FCC could not agree
Entirely with the FAA
On how to implement 5G.
The airlines fear wavelengths may stray
 
So 5G just might interfere
(Unlikely, but no guarantee)
With Flight XY’s altimeter.
Who’ll take the 1st test flight? Not me.
 

",Topical/Witty/Wit-Wordplay,,,,,74,240
550,“Why is so much of television so bad? … I would like to see television improved.“Shows like ‘Barry’ and ‘Russian Doll’ are trying to re-instill basic lessons in human decency that might have gotten misplaced somewhere.”,"Where did I place my dignity?
I’ve dropped it, like a key.
No need to search on hand and knee;
I’ll find it on TV!
 
Now, where’s lost generosity?
Where can that virtue be?
But (short a vow of poverty)
I’ll find it on TV!
 
Where’s modesty? Where’s chastity?
That great whale, Decency?
O, Newton Minow, pray for me!
I’ll find them on TV!
 

",,,,,,219,341
551,“Wife shocked to learn husband’s cadaver dissected at pay-per-view event“,"Cadaver donors please beware!
I warn with gravest candor:
you may be cleaved beyond repair
for half-a-grand a gander.
 
",,,,,,73,120
552,“Wild bees from Argentina are building their homes from plastic“,"Some bees make homes in human eyes.
Some build with shards of plastic.
If these two groups should compromise,
Things might get rather drastic.
 
",,,,,,64,145
553,"“Will Jeff Bezos be an astronaut when he travels into space…?It’s complicated, because experts say there’s still a debate about where space begins.” “More than 70,000 people have signed petitions to stop Jeff Bezos from returning to Earth after his trip to space…“","Quibbledy squabbledy,
Bezos the billionaire
isn’t an astronaut?
Surely he’ll earn
 
incontrovertible
rights to the term if he
goes into orbit and
doesn’t return.
 

",Silly,,,,,264,165
554,"“Wind energy company kills 150 eagles in US, pleads guilty“","Raptory, Snaptory,
NextEra Energy
proved to the public (in
so many words)
 
harnessing wind would be
environmentally
friendly if only it
weren’t for the birds.
 

",Silly,,,,,59,163
555,“With blackest moss the flower-plotsWere thickly crusted one and all“Man makes deepest-ever dive in Mariana Trench and discovers … litter”,"Within the Mariana Trench
Minute crustaceans flitter,
And maybe some spelunking tench
Will wave to our transmitter—
 
We thought. But now we find (a wrench
So wretched and so bitter!)
There’s trash beneath the ocean’s drench
To make a demon titter.
 
The divers’ teeth are all a-clench:
There’s crud in every critter;
The very corals seem to blench.
Who is the benefiter?
 
The judge is sleeping on the bench;
The President’s on Twitter,
As Mariana’s Moated Trench
Explodes with loathsome litter.
 

",,,,,,138,500
556,"“Woman discovers Renaissance masterpiece in kitchen:Christ Mocked, by the 13th-century painter Cimabue, could be worth up to €7m“","In a French cuisine till lately hung an icon (Christ on gold)
Which has just been viewed and valued and is shortly to be sold.
Long it watched its aged owner stir ragout and tend the grill;
Now it’s locked inside a showroom, dollar-priced at seven mill.
 
Kitchens now from Tarbes to Arras are sustaining piercing looks.
What a gain for art and beauty! What a turn-up for the cooks!
Cuisiniers and cognoscenti are bilaterally rocked
To conceive above a hotplate Cimabue’s “Jesus Mocked.”
 
On his faded golden background Christ is standing in a scrum:
Nineteen strangers, arms extended, mark Him out for martyrdom.
Still, it seems a lot of silver. Will this sell for seven mill?
With allowance for inflation, very probably it will.
 

",,,,,,129,735
557,“Woman plays flute while undergoing brain surgery,"Some parts of her skull are drilled open.
No worries—she’s quite resolute!
While the surgeons are poking around in her brain,
She accompanies them on the flute.

I’ve copied the link to this story;
I’m tucking it safely away
To retrieve when my kids give a feeble excuse
Why they just couldn’t practice today.


",,,,,,49,312
558,“Woman who stood on ship’s railing for selfie barred for life from cruise line“,"So here I’m standing on a ship—
Yes, actually on a rail
(You need to view the YouTube clip
To get a proper sense of scale).
 
I know my arms are quite a blur,
But I was stretching like a cross
(See #SexyMariner,
And #SexyAlbatross).
 
That’s it, though, for my ocean trips—
The captain was a total pill,
And now I’m banned from cruising ships.
Check out this 10th-floor window sill!
 

",,,,,,79,386
559,“Woolly mammoths could walk the Earth again by 2027 if CRISPR startup succeeds“,"They’ve got investors panting
For mammoth cash returns
On hairy beasts set trampling
The permafrost. One yearns
 
For some sense of proportion:
Let’s save the monarchs now!
But what sells? Time distortion.
The next ginned-up cash cow.
 

",,,,,,79,238
560,“Work-from-home spurs blue-collar Americans to seek shits in careers” ,"Certain jobs are down the drain
as workers seek a way
to flush out opportunity
and whiter-collar pay.

They’re planning to relieve themselves
of work-related slump
by seeking time at home to take
a nap or take a dump.

They’re signing on the bottom line
to earn a cool degree
that offers benefits like breaks,
sick leave, a salary.

The secret’s out: at home is where
you go to get ahead.
The hours are flexible, and you
can do your job in bed.

",,,,,,70,446
561,"“Works of art are just objects, like a refrigerator or a vacuum cleaner.“","Why deal in similes? Some works
Are fridges and shop vacs,
Since artists have discovered perks
In dogging Duchamp’s tracks.
 
Though bourgeois jaws may still go slack,
Chic gallerists and clients
Reward those artists with the knack
Of selling an appliance.
 

",,,,,,73,260
562,“World’s most endangered primate populationtriples after 17 years of careful conservation.“,"The gibbon is my favorite beast.
My favorite monkey, to be sure.
It’s not a monkey, but an ape.
An ape’s a monkey, but mature.
 
The gibbon doesn’t have a tail.
I guess somebody sawed it off.
It doesn’t have a family name,
Like Hindenburg or Romanov.
 
It swings, or rather, “brachiates.”
It’s lost its wallet and its keys.
It’s also lost its underwear.
It speaks in fluent gibbonese.
 

",,,,,,91,388
563,“Wyoming is now encouraging drivers to report roadkill casualties for harvesting.“,"When chefs in Wyoming are carefully plating
autochthonous game most-delectable,
suppose they might fear for their Michelin rating
if essence of Goodyear’s detectable?
 
",,,,,,82,169
564,"“Wyoming’s economy is powered by some of the oldest industries in human history, includingmining, agriculture and tourism. But in recent years the state has emerged as an unlikelychampion of far newer inventions: cryptocurrencies and the blockchain technology that powers them.“","Some folks might find it strange, out here on the open range,
Where the dogies frolic in the summer breeze,
That we did some legislatin’ for the purpose of creatin’
A climate good for cryptocurrencies.
 
Now, we’d all like to stay true to the wild, wild west we knew,
But we know Wyoming ain’t the same old place.
We’re plumb low on oil and coal, so it had to be our goal
To diversify our economic base.
 
So, young feller, if you hanker to become a Bitcoin banker
The Cowboy State is where you oughta be.
We know the time has come (we’re just cowboys, we ain’t dumb)
To lasso the financial industry.
 
Warren Buffet says we’re mad and that crypto’s just a fad—
It’s seein’ money where the money ain’t.
If it turns out that we’re wrong, we’ll just sing a cowboy song,
Sell short, turn west, and ride off on Old Paint.
 

",,,,,,278,821
565,"“Xi Jinping… mourned for the compatriots killed Friday in a train derailment in Taiwan and sent his sincere condolences on Saturday to the families…“The American military is warning that China is probably accelerating its timetable for capturing control of Taiwan, the island democracy…”","Tragedy strategy
President Xi Jinping,
offering sympathy,
doesn’t hold back,
 
though his ambition to
unsympathetically
crush their democracy’s
staying on track.
 

",Silly,,,,,287,165
566,"“You’ll develop, you’ll develop herd—like a herd mentality.It’s going to be, it’s going to be herd-developed, and that’s going to happen.“","Herd mentalities are sweeter, far,
Than herd immunities.
I, President, your guiding star,
Crowned czar of dread disease,
 
Foretell the future of your herd
(Beware! Sour tongues deceive):
You’ll mind like sheep. I give my word.
Hail, hear me, and believe!
 

",Topical/Witty/Wit-Wordplay,,,,,138,259
